4500,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,900,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,800,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,700,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,300,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total
,13.454849,0.956376638,0.966890755,0.029800033,0.991433729,,13.454849,0.916903298,0.955924913,0.03016056,0.966574665,,13.454849,0.984178921,0.942972036,0.079446573,1.043022052,,13.454849,1.030820753,0.943748106,0.104080765,1.091365194,,13.454849,0.998340826,1.001193437,0.08309576,1.082862891
,13.501672,0.956694373,0.964128396,0.019013083,0.979424468,,13.501672,0.905063203,0.927611762,0.02452846,0.940865942,,13.501672,0.959984962,0.923578872,0.071834912,1.013616828,,13.501672,0.987240525,0.913950625,0.089611648,1.040207223,,13.501672,1.02297775,0.993304422,0.023803773,1.031944859
,13.548495,1.084142706,0.984812904,0.005006942,1.039484746,,13.548495,0.927745169,0.933381093,0.000334531,0.930897662,,13.548495,0.939246195,0.921949593,0.040469952,0.971067846,,13.548495,0.967099641,0.933178521,0.064767655,1.014906736,,13.548495,1.026592193,0.976327168,0.017509099,1.018968779
,13.595318,1.095621343,0.964200915,0.017496302,1.047407431,,13.595318,0.973858026,1.007675807,-0.023227431,0.967539486,,13.595318,1.005778711,0.990391897,-0.013899407,0.984185897,,13.595318,1.029434232,0.994842096,0.044166634,1.056304798,,13.595318,0.97243921,1.010619346,0.048686742,1.04021602
,13.64214,1.055413451,0.943986285,0.040947507,1.040647375,,13.64214,1.037416167,1.033416733,0.009410773,1.044827223,,13.64214,1.073140818,1.037913365,0.004504927,1.060032018,,13.64214,1.09343369,1.021657763,0.049874713,1.10742044,,13.64214,1.094002385,1.031016704,0.095318096,1.157827641
,13.688963,1.097264251,0.98394576,0.031329262,1.071934267,,13.688963,1.068271132,1.088764769,0.021846417,1.100364367,,13.688963,1.054900218,1.080513155,0.039599207,1.107305893,,13.688963,1.095584924,1.015116059,0.032190948,1.087541439,,13.688963,1.213242034,0.904766677,0.10864955,1.167653906
,13.735786,1.009279233,1.047406078,0.035345672,1.063688328,,13.735786,1.069037452,1.117552901,0.007865854,1.10116103,,13.735786,1.03055701,1.094219405,0.017359967,1.079748175,,13.735786,1.029880686,1.044669212,0.006444131,1.04371908,,13.735786,1.220830464,0.955282846,0.081271394,1.169328048
,13.782609,0.880560101,1.100511383,-0.010787947,0.979747795,,13.782609,1.00805044,1.053704699,0.051275018,1.082152587,,13.782609,1.005904352,1.005646527,0.017967527,1.023742967,,13.782609,0.982381298,1.035014302,0.032099446,1.040797246,,13.782609,1.118411506,1.122577083,0.156403228,1.276897523
,13.829431,0.899180704,0.998177397,-0.047827954,0.900851097,,13.829431,1.106093163,1.01990507,0.078172453,1.141171569,,13.829431,1.073577578,0.981136067,0.052955056,1.080311879,,13.829431,1.070101177,0.998481434,0.052608486,1.086899791,,13.829431,1.060995825,1.005476936,0.121354593,1.154590973
,13.876254,0.947834924,0.962332409,0.017196204,0.97227987,,13.876254,1.176584594,1.05100996,0.050691541,1.164488818,,13.876254,1.122583048,1.012308899,0.048715935,1.116161909,,13.876254,1.099828294,0.984602835,0.027710663,1.069926228,,13.876254,1.072289833,1.01885201,0.00656188,1.052132802
,13.923077,0.906444553,1.044575848,0.029262262,1.004772463,,13.923077,1.058822948,1.149199608,0.046046786,1.150058063,,13.923077,1.044356203,1.08926494,0.042024629,1.1088352,,13.923077,1.060142481,1.076209549,0.027783241,1.095959256,,13.923077,1.065195421,1.097393457,0.02473392,1.106028359
,13.9699,1.007896241,1.053372281,-0.033391323,0.997242939,,13.9699,1.017440951,1.124134759,0.055498385,1.12628624,,13.9699,1.000161216,1.077935462,0.06452326,1.103571599,,13.9699,1.026907948,1.086115719,0.062068344,1.118580178,,13.9699,1.041142118,1.058211344,0.058230174,1.107906905
,14.016722,1.006510255,1.074754634,-0.018752092,1.021880352,,14.016722,1.043313146,1.068127755,0.033510391,1.089230842,,14.016722,1.065593648,1.038690264,0.05016852,1.102310475,,14.016722,1.054674575,1.009009222,0.057080948,1.088922847,,14.016722,0.996794405,1.038977621,0.031315833,1.049201846
,14.063545,0.996149199,1.145569343,0.025252806,1.096112077,,14.063545,1.047217858,1.013854099,0.081927788,1.112463767,,14.063545,1.093273737,0.969139989,0.078633627,1.10984049,,14.063545,1.053091034,0.92245821,0.05802816,1.045802782,,14.063545,1.021673571,0.960705527,0.008993364,1.000182913
,14.110368,1.070679639,1.070342473,-0.046612089,1.023898967,,14.110368,1.038257407,1.007688688,0.116696745,1.139669793,,14.110368,1.036802351,0.984058821,0.104099384,1.11452997,,14.110368,1.043841165,0.955487028,0.073904956,1.073569052,,14.110368,1.086536188,0.932955454,0.00452538,1.014271201
,14.157191,1.056347107,0.937326183,-0.027829723,0.969006922,,14.157191,1.054850338,1.034798249,0.029364089,1.074188383,,14.157191,1.045051469,1.043809653,0.003461652,1.047892213,,14.157191,1.076607598,1.05595369,-0.011911511,1.054369134,,14.157191,1.060226442,1.018492154,-0.0146806,1.024678698
,14.204013,0.968716166,0.918280794,-0.028285988,0.915212492,,14.204013,1.010956531,1.089700146,-0.033205645,1.017122694,,14.204013,0.990482553,1.108130341,-0.058519592,0.990786855,,14.204013,1.012692851,1.146651916,-0.078192058,1.001480326,,14.204013,1.008796235,1.043504585,-0.028504953,0.997645457
,14.250836,0.969431543,0.967980617,-0.06259779,0.90610829,,14.250836,1.015656582,1.076979628,-0.029767975,1.01655013,,14.250836,0.980912995,1.125331419,-0.054752839,0.998369368,,14.250836,1.037809645,1.174376728,-0.040906487,1.0651867,,14.250836,0.994497635,1.068360602,-0.030155043,1.001274076
,14.297659,0.933804131,0.98939913,-0.048001673,0.913599958,,14.297659,1.108965391,1.021667544,-0.02666635,1.038650118,,14.297659,1.081041895,1.022457415,-0.026373331,1.025376324,,14.297659,1.115307048,1.036029222,-0.017609938,1.058058198,,14.297659,0.977093446,1.055343624,0.004849649,1.021068185
,14.344482,0.955379281,1.015707279,-0.01037723,0.975166051,,14.344482,1.063109886,0.980162209,0.028887149,1.050523196,,14.344482,1.049846826,0.964566764,0.007659773,1.014866567,,14.344482,1.042398222,0.949486723,-0.034124621,0.961817852,,14.344482,0.922688614,0.961766168,-0.041860088,0.900367303
,14.391304,1.063711836,1.108297585,-0.020018094,1.065986616,,14.391304,1.004982898,1.005003671,0.029802349,1.034795634,,14.391304,0.970152568,0.998119121,0.002376092,0.986511936,,14.391304,0.972828309,1.001860508,-0.028854021,0.958490387,,14.391304,0.903026671,0.895226666,-0.032448369,0.8666783
,14.438127,1.025490709,1.039920805,-0.063740783,0.968964974,,14.438127,1.018743227,1.05463678,0.002659299,1.039349302,,14.438127,1.02095235,1.04280906,0.012711279,1.044591984,,14.438127,1.030141162,1.06704759,-0.01284974,1.035744636,,14.438127,0.919528044,0.884329648,-0.033509587,0.868419259
,14.48495,1.03863484,1.005587371,-0.0182937,1.003817406,,14.48495,1.079053163,0.992075004,-0.020516136,1.015047947,,14.48495,1.123797782,0.962923128,0.002405778,1.045766233,,14.48495,1.128760654,0.970913464,-0.000433771,1.049403288,,14.48495,1.005494296,0.853034795,-0.041988228,0.887276318
,14.531773,1.054151552,1.107894742,0.04625839,1.127281537,,14.531773,1.105244957,0.964134179,-0.049173791,0.985515777,,14.531773,1.114738107,0.90879752,-0.004774595,1.006993219,,14.531773,1.108656626,0.906287416,-0.019899561,0.98757246,,14.531773,0.992120744,0.897159213,-0.074572861,0.870067118
,14.578595,0.991607406,1.145117242,0.100095627,1.168457951,,14.578595,1.019997889,1.006109258,-0.015127161,0.997926412,,14.578595,1.021483871,0.970017184,0.021073744,1.016824271,,14.578595,1.00317193,0.961649718,-0.021403425,0.961007399,,14.578595,0.906820767,0.978836292,-0.061877906,0.880950623
,14.625418,0.981174777,1.060605694,0.126131888,1.147022123,,14.625418,0.955393398,0.969115726,0.056778414,1.019032976,,14.625418,0.954286061,0.949130999,0.080811838,1.032520368,,14.625418,0.91993375,0.944312086,0.047709754,0.979832672,,14.625418,0.891644039,1.047368788,-0.003330418,0.966175996
,14.672241,0.990061053,0.979859975,0.117935673,1.102896186,,14.672241,0.932052916,0.929134688,0.109096946,1.039690748,,14.672241,0.933857327,0.888745477,0.105716478,1.01701788,,14.672241,0.929066898,0.918356171,0.061961408,0.985672943,,14.672241,0.930222292,0.964550904,-0.01599574,0.931390858
,14.719064,0.932340732,0.957517545,0.046047048,0.990976187,,14.719064,0.969205881,0.98298953,0.065926329,1.042024035,,14.719064,0.968873107,0.937317193,0.06649319,1.01958834,,14.719064,0.976216848,0.947817809,0.038084782,1.000102111,,14.719064,1.002584333,0.804693276,-0.007908559,0.895730246
,14.765886,0.929020659,0.984531485,0.010629301,0.967405373,,14.765886,1.040375645,1.068883429,0.024454459,1.079083996,,14.765886,1.003882991,1.001440588,0.053098308,1.055760097,,14.765886,1.015049569,1.033839818,0.055125639,1.079570333,,14.765886,1.049032487,0.890747543,0.057663593,1.027553608
,14.812709,1.018399034,0.896808221,0.00231157,0.959915197,,14.812709,0.944199362,0.963524484,0.052197974,1.006059897,,14.812709,0.899501045,0.943020489,0.02585526,0.947116027,,14.812709,0.937332423,1.017859178,0.02790997,1.00550577,,14.812709,1.104414565,1.026808382,0.057794902,1.123406376
,14.859532,1.116962454,0.949148115,-0.023505845,1.009549439,,14.859532,0.908195988,0.883817325,0.058808894,0.95481555,,14.859532,0.902410439,0.869463669,0.027130307,0.913067361,,14.859532,0.913382699,0.905448674,0.012804664,0.92222035,,14.859532,1.035025761,0.993916634,-0.020133004,0.994338194
,14.906355,0.990049087,1.087226294,-0.030587838,1.008049852,,14.906355,0.997037729,0.939944283,0.01519517,0.983686177,,14.906355,1.053833748,0.894651136,0.030885414,1.005127855,,14.906355,1.046650962,0.909610875,0.012565662,0.990696581,,14.906355,0.967453745,1.024440609,-0.073353905,0.922593272
,14.953177,0.854383377,1.049514433,-0.005499725,0.946449181,,14.953177,1.051101977,0.989222851,-0.020483705,0.999678709,,14.953177,1.077652603,0.961206644,0.01485347,1.034283094,,14.953177,1.079949757,0.992437235,-0.016297505,1.019895991,,14.953177,1.011552057,1.100388413,-0.024112369,1.031857865
,15,0.933665796,1.063934752,-0.001524655,0.997275619,,15,1.031994294,0.953840527,0.004571825,0.997489235,,15,0.985246773,0.98645563,0.03690843,1.022759632,,15,1.011580019,1.006101288,0.037907091,1.046747745,,15,1.002595339,1.005960732,0.05949725,1.063775285
